CVE_EVALUACION,CVE_SOLICITUD,SID,CVE_BECA,CVE_REGLA,PORCENTAJE_OTORGADO,MONTO_OTORGADO,RESULTADO,OBSERVACIONES,EVALUADOR,FECHA_EVALUACION,FECHA_ACT
EVA202500173,SOL202500281,5689,BEC004,REG00021,100.0,4204.52,APROBADA,Cumple criterios establecidos,ADM_BECAS_03,2025-03-02,2025-03-02
EVA202500174,SOL202500282,1609,BEC004,REG00021,100.0,1215.62,APROBADA,Documentación completa y verificada,ADM_BECAS_07,2025-02-18,2025-02-18
EVA202500175,SOL202500285,1115,BEC001,REG00037,100.0,3453.47,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_01,2025-03-15,2025-03-15
EVA202500176,SOL202500287,6137,BEC004,REG00021,100.0,4343.54,APROBADA,Documentación completa y verificada,ADM_BECAS_04,2025-02-17,2025-02-17
EVA202500177,SOL202500288,1719,BEC004,REG00024,25.0,847.03,APROBADA,Aprobada por comité de becas,ADM_BECAS_01,2025-02-26,2025-02-26
EVA202500178,SOL202500289,8173,BEC003,REG00005,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_03,2025-03-05,2025-03-05
EVA202500179,SOL202500292,5556,BEC004,REG00024,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_05,2025-03-13,2025-03-13
EVA202500180,SOL202500294,6332,BEC002,REG00041,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_01,2025-02-05,2025-02-05
EVA202500181,SOL202500295,9090,BEC004,REG00021,100.0,3473.68,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_09,2025-03-14,2025-03-14
EVA202500182,SOL202500296,201,BEC004,REG00021,100.0,3199.04,APROBADA,Aprobada por comité de becas,ADM_BECAS_06,2025-03-11,2025-03-11
EVA202500183,SOL202500298,1506,BEC004,REG00021,100.0,3645.98,APROBADA,Aprobada por comité de becas,ADM_BECAS_09,2025-02-15,2025-02-15
EVA202500184,SOL202500300,9204,BEC003,REG00002,40.0,1768.83,APROBADA,Documentación completa y verificada,ADM_BECAS_07,2025-02-28,2025-02-28
EVA202500185,SOL202500301,2065,BEC004,REG00024,25.0,1159.98,APROBADA,Cumple criterios establecidos,ADM_BECAS_01,2025-03-05,2025-03-05
EVA202500186,SOL202500303,4319,BEC004,REG00021,0.0,0.0,CANCELADA,,ADM_BECAS_04,2025-03-09,2025-03-09
EVA202500187,SOL202500304,320,BEC004,REG00024,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_08,2025-02-08,2025-02-08
EVA202500188,SOL202500306,10348,BEC003,REG00005,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_01,2025-02-22,2025-02-22
EVA202500189,SOL202500307,8667,BEC003,REG00004,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_04,2025-02-04,2025-02-04
EVA202500190,SOL202500310,8713,BEC002,REG00041,30.0,574.77,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_04,2025-03-13,2025-03-13
EVA202500191,SOL202500311,886,BEC004,REG00021,100.0,1814.09,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_06,2025-02-18,2025-02-18
EVA202500192,SOL202500313,7183,BEC003,REG00004,10.0,191.07,APROBADA,Aprobada por comité de becas,ADM_BECAS_07,2025-02-13,2025-02-13
EVA202500193,SOL202500314,10182,BEC003,REG00003,25.0,764.41,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_06,2025-02-18,2025-02-18
EVA202500194,SOL202500315,2348,BEC003,REG00005,0.0,0.0,APROBADA,Cumple criterios establecidos,ADM_BECAS_04,2025-03-13,2025-03-13
EVA202500195,SOL202500316,6203,BEC004,REG00021,100.0,1027.46,APROBADA,Documentación completa y verificada,ADM_BECAS_01,2025-02-26,2025-02-26
EVA202500196,SOL202500318,801,BEC004,REG00021,100.0,2676.21,APROBADA,Cumple criterios establecidos,ADM_BECAS_08,2025-02-01,2025-02-01
EVA202500197,SOL202500320,4870,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_02,2025-02-22,2025-02-22
EVA202500198,SOL202500321,5504,BEC002,REG00041,30.0,1156.23,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_08,2025-03-02,2025-03-02
EVA202500199,SOL202500322,2622,BEC002,REG00041,30.0,1441.6,APROBADA,Aprobada por comité de becas,ADM_BECAS_09,2025-03-07,2025-03-07
EVA202500200,SOL202500324,3184,BEC004,REG00021,100.0,2613.74,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_08,2025-02-08,2025-02-08
EVA202500201,SOL202500325,6612,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_06,2025-02-09,2025-02-09
EVA202500202,SOL202500326,10134,BEC003,REG00004,10.0,172.54,APROBADA,Documentación completa y verificada,ADM_BECAS_07,2025-02-26,2025-02-26
EVA202500203,SOL202500328,7616,BEC004,REG00021,100.0,4485.74,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_09,2025-02-17,2025-02-17
EVA202500204,SOL202500332,3936,BEC004,REG00021,100.0,4033.56,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_02,2025-02-20,2025-02-20
EVA202500205,SOL202500336,4983,BEC003,REG00001,50.0,1860.73,APROBADA,Aprobada por comité de becas,ADM_BECAS_03,2025-03-15,2025-03-15
EVA202500206,SOL202500337,290,BEC003,REG00002,40.0,1694.77,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_06,2025-02-01,2025-02-01
EVA202500207,SOL202500338,2076,BEC003,REG00002,40.0,1363.16,APROBADA,Cumple criterios establecidos,ADM_BECAS_06,2025-03-13,2025-03-13
EVA202500208,SOL202500341,649,BEC004,REG00021,100.0,1936.38,APROBADA,Cumple criterios establecidos,ADM_BECAS_03,2025-02-08,2025-02-08
EVA202500209,SOL202500342,7522,BEC003,REG00001,50.0,1220.21,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_01,2025-02-16,2025-02-16
EVA202500210,SOL202500343,2862,BEC001,REG00037,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_08,2025-03-09,2025-03-09
EVA202500211,SOL202500344,9957,BEC003,REG00005,0.0,0.0,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_03,2025-02-15,2025-02-15
EVA202500212,SOL202500346,388,BEC003,REG00005,0.0,0.0,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_04,2025-02-22,2025-02-22
EVA202500213,SOL202500347,2382,BEC004,REG00021,100.0,1648.94,APROBADA,Documentación completa y verificada,ADM_BECAS_06,2025-02-03,2025-02-03
EVA202500214,SOL202500348,5492,BEC004,REG00022,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_04,2025-02-20,2025-02-20
EVA202500215,SOL202500349,6827,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_08,2025-02-10,2025-02-10
EVA202500216,SOL202500351,5623,BEC003,REG00002,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_09,2025-02-05,2025-02-05
EVA202500217,SOL202500352,2403,BEC003,REG00003,25.0,1052.5,APROBADA,Documentación completa y verificada,ADM_BECAS_03,2025-02-20,2025-02-20
EVA202500218,SOL202500354,5229,BEC003,REG00002,40.0,613.46,APROBADA,Documentación completa y verificada,ADM_BECAS_03,2025-03-07,2025-03-07
EVA202500219,SOL202500358,24,BEC001,REG00037,100.0,4979.6,APROBADA,Cumple criterios establecidos,ADM_BECAS_07,2025-03-15,2025-03-15
EVA202500220,SOL202500359,8591,BEC003,REG00004,0.0,0.0,CANCELADA,,ADM_BECAS_09,2025-03-10,2025-03-10
EVA202500221,SOL202500361,3403,BEC001,REG00037,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_01,2025-02-18,2025-02-18
EVA202500222,SOL202500363,6703,BEC002,REG00041,30.0,422.99,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_02,2025-03-14,2025-03-14
EVA202500223,SOL202500364,3010,BEC002,REG00041,30.0,1076.59,APROBADA,Aprobada por comité de becas,ADM_BECAS_03,2025-02-27,2025-02-27
EVA202500224,SOL202500365,5667,BEC003,REG00002,40.0,633.13,APROBADA,Cumple criterios establecidos,ADM_BECAS_03,2025-02-02,2025-02-02
EVA202500225,SOL202500367,7310,BEC003,REG00001,50.0,1702.41,APROBADA,Aprobada por comité de becas,ADM_BECAS_07,2025-02-05,2025-02-05
EVA202500226,SOL202500369,6726,BEC004,REG00024,25.0,1209.71,APROBADA,Cumple criterios establecidos,ADM_BECAS_03,2025-02-25,2025-02-25
EVA202500227,SOL202500371,9566,BEC004,REG00021,100.0,3279.46,APROBADA,Cumple criterios establecidos,ADM_BECAS_07,2025-03-08,2025-03-08
EVA202500228,SOL202500372,5505,BEC002,REG00041,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_06,2025-02-12,2025-02-12
EVA202500229,SOL202500373,9567,BEC004,REG00021,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_07,2025-02-28,2025-02-28
EVA202500230,SOL202500375,1194,BEC004,REG00021,100.0,2308.53,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_06,2025-02-06,2025-02-06
EVA202500231,SOL202500376,3817,BEC003,REG00005,0.0,0.0,APROBADA,Cumple criterios establecidos,ADM_BECAS_06,2025-02-26,2025-02-26
EVA202500232,SOL202500377,7604,BEC004,REG00021,100.0,4436.6,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_08,2025-03-09,2025-03-09
EVA202500233,SOL202500379,2138,BEC004,REG00021,100.0,3223.94,APROBADA,Cumple criterios establecidos,ADM_BECAS_07,2025-02-20,2025-02-20
EVA202500234,SOL202500380,2293,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_09,2025-03-02,2025-03-02
EVA202500235,SOL202500382,7510,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_05,2025-03-03,2025-03-03
EVA202500236,SOL202500383,797,BEC002,REG00041,0.0,0.0,CANCELADA,,ADM_BECAS_10,2025-03-14,2025-03-14
EVA202500237,SOL202500385,8902,BEC003,REG00004,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_08,2025-02-03,2025-02-03
EVA202500238,SOL202500387,3642,BEC003,REG00005,0.0,0.0,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_02,2025-02-08,2025-02-08
EVA202500239,SOL202500388,5290,BEC004,REG00021,100.0,2600.85,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_01,2025-02-07,2025-02-07
EVA202500240,SOL202500389,9003,BEC004,REG00021,100.0,2495.15,APROBADA,Cumple criterios establecidos,ADM_BECAS_07,2025-02-22,2025-02-22
EVA202500241,SOL202500390,8948,BEC004,REG00021,100.0,3308.11,APROBADA,Aprobada por comité de becas,ADM_BECAS_03,2025-03-10,2025-03-10
EVA202500242,SOL202500392,9878,BEC002,REG00041,30.0,349.2,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_07,2025-03-14,2025-03-14
EVA202500243,SOL202500393,556,BEC004,REG00021,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_06,2025-02-08,2025-02-08
EVA202500244,SOL202500394,1949,BEC004,REG00021,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_01,2025-03-11,2025-03-11
EVA202500245,SOL202500395,3890,BEC002,REG00041,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_10,2025-02-17,2025-02-17
EVA202500246,SOL202500397,6481,BEC003,REG00004,10.0,382.56,APROBADA,Documentación completa y verificada,ADM_BECAS_10,2025-02-23,2025-02-23
EVA202500247,SOL202500399,5374,BEC003,REG00003,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_08,2025-03-11,2025-03-11
EVA202500248,SOL202500400,9617,BEC003,REG00003,0.0,0.0,CANCELADA,,ADM_BECAS_04,2025-02-02,2025-02-02
EVA202500249,SOL202500402,499,BEC004,REG00021,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_05,2025-02-18,2025-02-18
EVA202500250,SOL202500403,5849,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_06,2025-02-08,2025-02-08
EVA202500251,SOL202500404,3958,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_05,2025-03-01,2025-03-01
EVA202500252,SOL202500406,3220,BEC004,REG00022,75.0,1738.85,APROBADA,Aprobada por comité de becas,ADM_BECAS_05,2025-02-09,2025-02-09
EVA202500253,SOL202500408,7696,BEC004,REG00021,100.0,3787.56,APROBADA,Aprobada por comité de becas,ADM_BECAS_06,2025-03-10,2025-03-10
EVA202500254,SOL202500411,4142,BEC003,REG00003,25.0,836.88,APROBADA,Cumple criterios establecidos,ADM_BECAS_01,2025-02-11,2025-02-11
EVA202500255,SOL202500412,7531,BEC002,REG00041,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_05,2025-03-13,2025-03-13
EVA202500256,SOL202500413,2427,BEC004,REG00022,0.0,0.0,CANCELADA,,ADM_BECAS_10,2025-03-07,2025-03-07
EVA202500257,SOL202500414,4639,BEC003,REG00002,40.0,1640.54,APROBADA,Documentación completa y verificada,ADM_BECAS_03,2025-03-10,2025-03-10
EVA202500258,SOL202500416,304,BEC002,REG00041,30.0,1157.97,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_04,2025-02-18,2025-02-18
EVA202500259,SOL202500417,7726,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_10,2025-03-05,2025-03-05
EVA202500260,SOL202500418,5029,BEC004,REG00021,100.0,4947.82,APROBADA,Documentación completa y verificada,ADM_BECAS_08,2025-02-21,2025-02-21
EVA202500261,SOL202500423,6241,BEC003,REG00001,50.0,965.18,APROBADA,Documentación completa y verificada,ADM_BECAS_10,2025-02-28,2025-02-28
EVA202500262,SOL202500426,2658,BEC003,REG00001,50.0,1438.81,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_05,2025-03-10,2025-03-10
EVA202500263,SOL202500427,636,BEC004,REG00021,100.0,4733.9,APROBADA,Documentación completa y verificada,ADM_BECAS_02,2025-02-24,2025-02-24
EVA202500264,SOL202500428,2450,BEC004,REG00021,100.0,3110.26,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_05,2025-03-01,2025-03-01
EVA202500265,SOL202500430,8558,BEC003,REG00004,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_01,2025-02-19,2025-02-19
EVA202500266,SOL202500431,3801,BEC003,REG00004,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_02,2025-02-01,2025-02-01
EVA202500267,SOL202500432,6435,BEC004,REG00021,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_10,2025-03-05,2025-03-05
EVA202500268,SOL202500433,2501,BEC004,REG00021,100.0,4578.27,APROBADA,Documentación completa y verificada,ADM_BECAS_09,2025-02-04,2025-02-04
EVA202500269,SOL202500435,6908,BEC002,REG00041,30.0,747.61,APROBADA,Aprobada por comité de becas,ADM_BECAS_04,2025-03-04,2025-03-04
EVA202500270,SOL202500436,3726,BEC003,REG00005,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_06,2025-02-02,2025-02-02
EVA202500271,SOL202500438,9718,BEC004,REG00021,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_02,2025-03-03,2025-03-03
EVA202500272,SOL202500439,2889,BEC002,REG00041,30.0,1229.47,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_09,2025-02-22,2025-02-22
EVA202500273,SOL202500440,5782,BEC003,REG00005,0.0,0.0,APROBADA,Documentación completa y verificada,ADM_BECAS_04,2025-03-11,2025-03-11
EVA202500274,SOL202500441,7586,BEC004,REG00021,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_10,2025-02-10,2025-02-10
EVA202500275,SOL202500442,498,BEC004,REG00023,50.0,1936.56,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_02,2025-02-28,2025-02-28
EVA202500276,SOL202500444,4554,BEC004,REG00021,100.0,4765.95,APROBADA,Documentación completa y verificada,ADM_BECAS_09,2025-02-19,2025-02-19
EVA202500277,SOL202500445,5206,BEC002,REG00041,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_01,2025-02-11,2025-02-11
EVA202500278,SOL202500446,6604,BEC004,REG00022,0.0,0.0,CANCELADA,,ADM_BECAS_06,2025-03-05,2025-03-05
EVA202500279,SOL202500450,8567,BEC004,REG00021,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_10,2025-02-15,2025-02-15
EVA202500280,SOL202500452,6597,BEC003,REG00005,0.0,0.0,APROBADA,Aprobada por comité de becas,ADM_BECAS_04,2025-03-14,2025-03-14
EVA202500281,SOL202500456,9706,BEC004,REG00021,100.0,2885.3,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_10,2025-03-12,2025-03-12
EVA202500282,SOL202500457,8480,BEC004,REG00021,100.0,1591.52,APROBADA,Aprobada por comité de becas,ADM_BECAS_03,2025-02-26,2025-02-26
EVA202500283,SOL202500458,5712,BEC001,REG00037,100.0,2304.24,APROBADA,Aprobada por comité de becas,ADM_BECAS_09,2025-02-08,2025-02-08
EVA202500284,SOL202500459,6913,BEC004,REG00021,100.0,4931.73,APROBADA,Documentación completa y verificada,ADM_BECAS_05,2025-02-07,2025-02-07
EVA202500285,SOL202500460,3083,BEC001,REG00037,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_02,2025-02-22,2025-02-22
EVA202500286,SOL202500463,3044,BEC004,REG00021,100.0,4538.24,APROBADA,Cumple criterios establecidos,ADM_BECAS_01,2025-02-12,2025-02-12
EVA202500287,SOL202500464,3190,BEC003,REG00005,0.0,0.0,CANCELADA,,ADM_BECAS_08,2025-03-02,2025-03-02
EVA202500288,SOL202500465,4748,BEC004,REG00021,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_04,2025-02-23,2025-02-23
EVA202500289,SOL202500466,9607,BEC004,REG00021,100.0,1389.37,APROBADA,Aprobada por comité de becas,ADM_BECAS_02,2025-03-03,2025-03-03
EVA202500290,SOL202500467,2698,BEC003,REG00005,0.0,0.0,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_02,2025-02-08,2025-02-08
EVA202500291,SOL202500469,7152,BEC001,REG00037,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_07,2025-03-04,2025-03-04
EVA202500292,SOL202500472,4215,BEC003,REG00003,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_07,2025-02-12,2025-02-12
EVA202500293,SOL202500473,34,BEC004,REG00021,100.0,3068.82,APROBADA,Documentación completa y verificada,ADM_BECAS_04,2025-02-20,2025-02-20
EVA202500294,SOL202500474,5758,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_01,2025-02-01,2025-02-01
EVA202500295,SOL202500476,5266,BEC004,REG00021,100.0,1120.24,APROBADA,Cumple criterios establecidos,ADM_BECAS_02,2025-02-22,2025-02-22
EVA202500296,SOL202500477,10080,BEC004,REG00024,25.0,303.34,APROBADA,Documentación completa y verificada,ADM_BECAS_08,2025-03-03,2025-03-03
EVA202500297,SOL202500478,3145,BEC003,REG00005,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_01,2025-02-11,2025-02-11
EVA202500298,SOL202500481,7356,BEC004,REG00021,100.0,1364.92,APROBADA,Cumple criterios establecidos,ADM_BECAS_02,2025-02-26,2025-02-26
EVA202500299,SOL202500483,3194,BEC002,REG00041,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_07,2025-03-03,2025-03-03
EVA202500300,SOL202500484,10105,BEC004,REG00021,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_10,2025-03-03,2025-03-03
EVA202500301,SOL202500485,9984,BEC004,REG00021,100.0,4212.85,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_06,2025-02-27,2025-02-27
EVA202500302,SOL202500486,2567,BEC003,REG00003,25.0,821.47,APROBADA,Documentación completa y verificada,ADM_BECAS_04,2025-03-04,2025-03-04
EVA202500303,SOL202500487,5277,BEC002,REG00041,30.0,1497.21,APROBADA,Documentación completa y verificada,ADM_BECAS_07,2025-03-15,2025-03-15
EVA202500304,SOL202500489,2129,BEC004,REG00021,100.0,2017.24,APROBADA,Cumple criterios establecidos,ADM_BECAS_07,2025-02-04,2025-02-04
EVA202500305,SOL202500490,4274,BEC003,REG00004,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_08,2025-03-09,2025-03-09
EVA202500306,SOL202500491,5255,BEC001,REG00037,100.0,3075.95,APROBADA,Cumple criterios establecidos,ADM_BECAS_08,2025-02-09,2025-02-09
EVA202500307,SOL202500492,9871,BEC002,REG00041,30.0,1443.05,APROBADA,Cumple criterios establecidos,ADM_BECAS_03,2025-03-04,2025-03-04
EVA202500308,SOL202500494,5221,BEC002,REG00041,0.0,0.0,CANCELADA,,ADM_BECAS_02,2025-02-08,2025-02-08
EVA202500309,SOL202500495,2665,BEC003,REG00005,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_03,2025-02-17,2025-02-17
EVA202500310,SOL202500497,3466,BEC004,REG00021,100.0,4225.43,APROBADA,Documentación completa y verificada,ADM_BECAS_09,2025-02-28,2025-02-28
EVA202500311,SOL202500498,2266,BEC003,REG00005,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_03,2025-03-09,2025-03-09
EVA202500312,SOL202500501,6403,BEC004,REG00024,25.0,315.61,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_09,2025-03-07,2025-03-07
EVA202500313,SOL202500502,5755,BEC003,REG00002,40.0,1397.49,APROBADA,Aprobada por comité de becas,ADM_BECAS_06,2025-02-02,2025-02-02
EVA202500314,SOL202500503,3114,BEC004,REG00021,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_08,2025-02-21,2025-02-21
EVA202500315,SOL202500504,7660,BEC003,REG00002,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_02,2025-02-17,2025-02-17
EVA202500316,SOL202500505,4600,BEC004,REG00021,100.0,1960.53,APROBADA,Aprobada por comité de becas,ADM_BECAS_07,2025-03-07,2025-03-07
EVA202500317,SOL202500507,8809,BEC004,REG00021,100.0,4085.37,APROBADA,Aprobada por comité de becas,ADM_BECAS_02,2025-02-19,2025-02-19
EVA202500318,SOL202500515,5598,BEC002,REG00041,30.0,1426.4,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_03,2025-03-06,2025-03-06
EVA202500319,SOL202500516,1966,BEC004,REG00021,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_01,2025-03-13,2025-03-13
EVA202500320,SOL202500517,1840,BEC002,REG00041,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_09,2025-02-16,2025-02-16
EVA202500321,SOL202500518,6592,BEC002,REG00041,30.0,379.89,APROBADA,Cumple criterios establecidos,ADM_BECAS_01,2025-03-02,2025-03-02
EVA202500322,SOL202500519,7307,BEC003,REG00005,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_05,2025-02-06,2025-02-06
EVA202500323,SOL202500520,1974,BEC004,REG00021,100.0,4322.25,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_03,2025-03-02,2025-03-02
EVA202500324,SOL202500521,8754,BEC004,REG00021,100.0,3704.67,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_08,2025-02-28,2025-02-28
EVA202500325,SOL202500524,5618,BEC002,REG00041,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_03,2025-03-06,2025-03-06
EVA202500326,SOL202500525,358,BEC003,REG00003,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_02,2025-02-28,2025-02-28
EVA202500327,SOL202500526,7027,BEC002,REG00041,30.0,1439.96,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_08,2025-02-25,2025-02-25
EVA202500328,SOL202500527,8793,BEC004,REG00021,100.0,4818.21,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_08,2025-02-26,2025-02-26
EVA202500329,SOL202500530,6023,BEC004,REG00021,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_08,2025-03-09,2025-03-09
EVA202500330,SOL202500531,4927,BEC002,REG00041,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_07,2025-02-08,2025-02-08
