CVE_SOLICITUD,SID,MATRICULA,CVE_BECA,PERIODO,MOTIVO,INGRESO_FAMILIAR,NUM_DEPENDIENTES,TRABAJA,HORAS_TRABAJO,ESTADO_SOLICITUD,FECHA_SOLICITUD,FECHA_ACT
SOL202500164,9799,2022C09799,BEC004,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,3015.01,2,False,0,PENDIENTE,2024-11-18,2025-01-04
SOL202500165,3228,2022C03228,BEC003,2025CA,Mi madre es la única proveedora y su ingreso no cubre todo,15558.02,4,False,0,RECHAZADA,2024-12-15,2025-02-03
SOL202500166,1636,2022B01636,BEC003,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,10345.5,6,True,40,EN_REVISION,2025-01-04,2025-03-11
SOL202500167,6988,2019A06988,BEC003,2025CA,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,2500,4,False,0,APROBADA,2025-01-21,2025-02-03
SOL202500168,5129,2020C05129,BEC004,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,2635.94,4,True,10,EN_REVISION,2025-02-07,2025-02-01
SOL202500169,6178,2022B06178,BEC003,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos,9860.37,2,True,30,APROBADA,2025-01-07,2025-01-20
SOL202500170,8594,2020B08594,BEC002,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,14294.15,4,True,15,RECHAZADA,2024-11-30,2025-01-22
SOL202500171,2191,2023A02191,BEC002,2025CA,La beca me permitiría dejar de trabajar en horarios nocturnos,12065.98,4,False,0,RECHAZADA,2025-01-09,2025-02-08
SOL202500172,7625,2025B07625,BEC004,2024CC,Mi familia depende económicamente de mí y de mi preparación profesional,8266.54,4,False,0,CANCELADA,2025-01-02,2025-01-07
SOL202500173,4587,2023C04587,BEC004,2024CC,Tengo hermanos menores que también necesitan apoyo escolar,3752.37,6,False,0,EN_REVISION,2024-12-06,2025-02-04
SOL202500174,6059,2019A06059,BEC003,2025CA,Mi situación económica ha empeorado considerablemente,9024.35,2,False,0,APROBADA,2025-01-10,04-02-2025
SOL202500175,983,2023A00983,BEC004,2025CA,Los gastos médicos familiares han reducido nuestro ingreso disponible,3952.88,3,False,0,APROBADA,2025-01-31,2025-02-27
SOL202500176,1860,2023B01860,BEC004,2025CA,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,7487.79,2,False,0,EN_REVISION,2025-02-07,2025-02-11
SOL202500177,7278,2020B07278,BEC003,2024CC,Vivo lejos de la escuela y el gasto de transporte es muy alto,10849.84,4,False,0,APROBADA,2025-01-17,2025-02-08
SOL202500178,2103,2025C02103,BEC001,2025CA,Vengo  de  una  zona  rural  y  los  costos  en  la  ciudad  son  muy  altos,11159.71,2,True,40,EN_REVISION,2025-01-31,2025-01-09
SOL202500179,4091,2022C04091,BEC004,2025CA,Quiero ser el primero en mi familia en terminar una carrera,16280.35,5,True,35,PENDIENTE,2025-02-14,2025-01-15
SOL202500180,8111,2023B08111,BEC003,2024CC,Mi  familia  no  cuenta  con  los  recursos  suficientes  para  cubrir  la  colegiatura,5548.61,2,True,15,RECHAZADA,2024-12-02,2025-01-01
SOL202500181,6271,2023A06271,BEC003,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,11107.93,4,True,40,APROBADA,2024-12-20,2025-02-03
SOL202500182,5016,2025B05016,BEC003,2024CC,Mi padre perdió su empleo y necesitamos apoyo urgente,6693.13,5,False,0,APROBADA,2024-11-25,2025-02-23
SOL202500183,1942,2023B01942,BEC004,2024CC,La beca me permitiría dejar de trabajar en horarios nocturnos,3874.03,6,False,0,RECHAZADA,2025-01-07,2025-03-14
SOL202500184,7821,2022C07821,BEC003,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,11673.6,3,False,0,EN_REVISION,2025-02-01,2025-01-06
SOL202500185,1817,2022C01817,BEC003,2025CA, Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,11252.63,3,True,48,APROBADA,2024-11-14,2025-01-07
SOL202500186,3894,2023C03894,BEC002,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,5468.3,4,False,0,RECHAZADA,2025-01-09,2025-02-17
SOL202500187,335,2024C00335,BEC004,2024CC,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,6880.97,3,False,0,APROBADA,2025-02-12,2025-02-15
SOL202500188,9870,2020C09870,BEC003,2025CA,Quiero ser el primero en mi familia en terminar una carrera,6812.21,4,False,0,EN_REVISION,2024-12-23,2025-01-22
SOL202500189,291,2019C00291,BEC002,2025CA,Quiero aprovechar al máximo esta oportunidad educativa,14248.53,3,False,0,PENDIENTE,2025-01-03,02-01-2025
SOL202500190,8430,2021C08430,BEC004,2025CA,Quiero ser el primero en mi familia en terminar una carrera,3944.58,4,True,25,RECHAZADA,2025-01-09,2025-02-04
SOL202500191,4323,2024B04323,BEC002,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,7985.52,3,False,0,APROBADA,2024-12-05,2025-01-18
SOL202500192,2742,2024A02742,BEC003,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional,8054.56,3,True,40,PENDIENTE,2025-02-21,2025-02-28
SOL202500193,7084,2024A07084,BEC003,2025CA,Tengo buen promedio y quiero mantener mi beca por méritos,6342.18,7,False,0,APROBADA,2025-02-23,2025-02-06
SOL202500194,7323,2022B07323,BEC002,2024CC,Quiero ser el primero en mi familia en terminar una carrera,7859.69,2,True,20,EN_REVISION,2024-12-29,2025-01-31
SOL202500195,4408,2021C04408,BEC003,2025CA,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,24477.63,3,True,10,APROBADA,2024-11-13,2025-03-03
SOL202500196,2757,2020C02757,BEC003,2025CA,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,5224.21,4,True,15,APROBADA,2025-02-14,2025-01-22
SOL202500197,9898,2025B09898,BEC001,2025CA,Mi madre es la única proveedora y su ingreso no cubre todo,6544.21,2,True,20,PENDIENTE,2025-01-29,2025-01-22
SOL202500198,5349,2023A05349,BEC004,2025CA,mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,10392.57,4,False,0,PENDIENTE,2024-12-06,2025-02-12
SOL202500199,1820,2019A01820,BEC004,2024CC,Quiero ser el primero en mi familia en terminar una carrera,26208.64,3,True,40,APROBADA,2024-11-01,2025-01-03
SOL202500200,3305,2023B03305,BEC002,2024CC,Quiero aprovechar al máximo esta oportunidad educativa,10155.96,7,False,0,PENDIENTE,2024-12-19,2025-02-09
SOL202500201,6741,2025B06741,BEC003,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,6263.6,3,False,0,PENDIENTE,2024-12-11,2025-01-27
SOL202500202,2954,2024A02954,BEC002,2024CC,Vivo lejos de la escuela y el gasto de transporte es muy alto,7631.15,3,True,10,EN_REVISION,2024-11-10,2025-01-16
SOL202500203,8011,2021C08011,BEC004,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos,6580.92,1,False,0,EN_REVISION,2024-11-29,02/15/2025
SOL202500204,10217,2023A10217,BEC003,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos,7750.91,3,False,0,RECHAZADA,2025-01-10,2025-01-21
SOL202500205,5953,2022A05953,BEC003,2025CA,Tengo buen promedio y quiero mantener mi beca por méritos,4795.37,7,SI,0,RECHAZADA,2024-12-15,2025-02-01
SOL202500206,1248,2021C01248,BEC004,2025CA,Quiero aprovechar al máximo esta oportunidad educativa,9868.95,2,True,0,PENDIENTE,2025-02-18,2025-02-27
SOL202500207,5128,2022B05128,BEC004,2024CC,Mi familia depende económicamente de mí y de mi preparación profesional,23740.47,6,True,30,APROBADA,2024-12-18,2025-01-02
SOL202500208,2770,2020A02770,BEC004,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional,10693.19,4,True,20,RECHAZADA,2024-12-16,2025-01-07
SOL202500209,9790,2019B09790,BEC003,2024CC, Tengo buen promedio y quiero mantener mi beca por méritos,7214.71,5,True,48,APROBADA,2024-12-25,2025-03-13
SOL202500210,107,2025C00107,BEC001,2025CA,Tengo buen promedio y quiero mantener mi beca por méritos,2549.11,4,True,35,EN_REVISION,2024-11-07,2025-01-02
SOL202500211,6839,2020C06839,BEC002,2024CC,vengo de una zona rural y los costos en la ciudad son muy altos,6551.06,5,False,0,PENDIENTE,2025-01-10,2025-02-19
SOL202500212,4070,2022C04070,BEC004,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos,4008.21,3,False,0,RECHAZADA,2024-12-12,2025-03-15
SOL202500213,73,2023C00073,BEC004,2024CC,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,20749.53,3,False,0,PENDIENTE,2024-12-28,2025-02-20
SOL202500214,375,2024C00375,BEC004,2024CC,Vivo lejos de la escuela y el gasto de transporte es muy alto,13862.56,5,True,40,PENDIENTE,2025-01-04,2025-01-22
SOL202500215,3064,2025B03064,BEC001,2024CC,Mi situación económica ha empeorado considerablemente,6858.49,3,False,0,PENDIENTE,2025-02-28,2025-02-21
SOL202500216,959,2019B00959,BEC003,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,3033.47,1,False,0,PENDIENTE,2025-02-23,2025-03-05
SOL202500217,1339,2018C01339,BEC003,2024CC,Quiero ser el primero en mi familia en terminar una carrera,11938.46,2,True,25,APROBADA,2024-12-04,2025-01-08
SOL202500218,2866,2021A02866,BEC004,2024CC,Mi situación económica ha empeorado considerablemente,NULL,2,False,0,EN_REVISION,2025-02-28,2025-01-30
SOL202500219,646,2024B00646,BEC004,2025CA,La beca me permitiría dejar de trabajar en horarios nocturnos,9725.7,1,False,0,RECHAZADA,2025-02-16,2025-01-23
SOL202500220,4642,2022A04642,BEC002,2024CC,Vivo lejos de la escuela y el gasto de transporte es muy alto,29262.99,2,False,0,EN_REVISION,2025-02-15,2025-02-25
SOL202500221,7830,2023C07830,BEC004,2024CC,Vivo lejos de la escuela y el gasto de transporte es muy alto,4836.88,8,True,15,RECHAZADA,2024-11-26,2025-01-22
SOL202500222,3789,2018C03789,BEC004,2024CC,Soy madre soltera y necesito apoyo para continuar mi formación,6237.9,2,True,30,PENDIENTE,2024-12-23,2025-02-20
SOL202500223,6760,2023A06760,BEC002,2024CC,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,8325.06,3,False,0,RECHAZADA,2025-01-01,2025-03-08
SOL202500224,3329,2024C03329,BEC003,2024CC,Los gastos médicos familiares han reducido nuestro ingreso disponible,11900.07,1,False,0,RECHAZADA,2025-01-16,2025-01-07
SOL202500225,3407,2024C03407,BEC004,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,18037.28,2,True,25,RECHAZADA,2024-12-10,2025-03-13
SOL202500226,10020,2021B10020,BEC004,2024CC,Mi situación económica ha empeorado considerablemente,10202.71,2,False,0,PENDIENTE,2025-02-26,2025-01-07
SOL202500227,6135,2024C06135,BEC003,2025CA,Quiero ser el primero en mi familia en terminar una carrera,10630.36,3,0,15,CANCELADA,2024-11-07,2025-02-01
SOL202500228,769,2022C00769,BEC003,2025CA,Vivo lejos de la escuela y el gasto de transporte es muy alto,4046.5,1,False,0,CANCELADA,2025-02-05,2025-01-10
SOL202500229,976,2023A00976,BEC004,2024CC,Los gastos médicos familiares han reducido nuestro ingreso disponible,9727.76,3,False,0,PENDIENTE,2025-01-09,2025-01-17
SOL202500230,7045,2022B07045,BEC004,2024CC,Quiero ser el primero en mi familia en terminar una carrera,17151.16,3,False,0,PENDIENTE,2024-12-20,2025-03-10
SOL202500231,4305,2022B04305,BEC004,2024CC,Quiero aprovechar al máximo esta oportunidad educativa,6542.31,4,True,25,PENDIENTE,2024-12-17,2025-01-17
SOL202500232,3504,2022B03504,BEC004,2025CA,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,2740.29,7,True,25,APROBADA,2024-12-03,2025-01-24
SOL202500233,2938,2024B02938,BEC004,2024CC,Quiero aprovechar al máximo esta oportunidad educativa,N/A,4,False,0,APROBADA,2024-12-31,2025-01-25
SOL202500234,8024,2019C08024,BEC004,2024CC,Mi familia depende económicamente de mí y de mi preparación profesional,9321.02,7,False,0,RECHAZADA,2025-01-29,2025-03-14
SOL202500235,9234,2019A09234,BEC004,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,32209.38,4,False,0,APROBADA,2024-11-09,2025-03-01
SOL202500236,2796,2022A02796,BEC003,2024CC,Quiero aprovechar al máximo esta oportunidad educativa,13180.48 ,5,False,0,APROBADA,2024-11-29,2025-02-13
SOL202500237,1766,2024A01766,BEC003,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos,N/A,4,False,0,EN_REVISION,2025-01-05,2025-02-23
SOL202500238,665,2020B00665,BEC003,2024CC,Tengo hermanos menores que también necesitan apoyo escolar,3685.94,2,False,0,APROBADA,2024-12-14,2025-02-07
SOL202500239,3693,2018A03693,BEC003,2024CC,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,3782.4,3,True,30,PENDIENTE,2025-01-28,2025-03-01
SOL202500240,6352,2021A06352,BEC003,2024CC,SOY EL SOSTÉN DE MI FAMILIA Y NECESITO APOYO PARA SEGUIR ESTUDIANDO,8818.35,5,True,35,PENDIENTE,2025-01-26,2025-01-16
SOL202500241,8720,2021A08720,BEC004,2025CA,Estoy a punto de abandonar la escuela por falta de recursos,12088.79,1,True,15,APROBADA,2024-12-31,2025-01-22
SOL202500242,3650,2020C03650,BEC004,2024CC,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,18705.84,5,False,0,PENDIENTE,2025-01-13,2025-02-17
SOL202500243,257,2020A00257,BEC004,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,21600.38,3,1,35,PENDIENTE,2024-11-17,2025-03-09
SOL202500244,3132,2024B03132,BEC003,2024CC,Quiero ser el primero en mi familia en terminar una carrera,4997.51,5,True,30,APROBADA,2025-01-26,2025-03-06
SOL202500245,3091,2024B03091,BEC004,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos,8475.22,4,False,0,EN_REVISION,2025-02-04,2025-02-05
SOL202500246,7859,2024B07859,BEC002,2024CC,Quiero ser el primero en mi familia en terminar una carrera,4754.95,7,False,0,APROBADA,2024-12-29,2025-02-03
SOL202500247,7023,2023A07023,BEC003,2024CC,Tengo hermanos menores que también necesitan apoyo escolar,8516.04,3,False,0,APROBADA,2025-02-26,2025-01-27
SOL202500248,6893,2023A06893,BEC004,2025CA,Necesito apoyo económico para continuar mis estudios,10790.94,4,False,0,APROBADA,2025-01-03,2025-02-14
SOL202500249,6056,2023B06056,BEC003,2025CA,Estoy a punto de abandonar la escuela por falta de recursos,5843.0,6,False,0,EN_REVISION,2025-02-22,2025-01-24
SOL202500250,9397,2024A09397,BEC004,2025CA,Vivo lejos de la escuela y el gasto de transporte es muy alto,10351.64,2,True,10,APROBADA,2025-01-09,2025-02-04
SOL202500251,5438,2024C05438,BEC003,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,14560.63,1,True,25,APROBADA,2025-02-01,2025-01-25
SOL202500252,6314,2024C06314,BEC003,2025CA,Quiero ser el primero en mi familia en terminar una carrera,21418.66,7,False,0,PENDIENTE,2024-12-22,2025-01-26
SOL202500253,7533,2023B07533,BEC002,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,6525.5,3,True,0,PENDIENTE,2024-12-09,2025-02-20
SOL202500254,9402,2019C09402,BEC003,2025CA,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,4582.97,2,True,35,PENDIENTE,2024-12-23,2025-01-25
SOL202500255,1404,2018A01404,BEC003,2025CA,Quiero aprovechar al maximo esta oportunidad educativa,4200.28,3,False,0,EN_REVISION,2025-02-25,2025-01-10
SOL202500256,7511,2020B07511,BEC004,2024CC,Vivo  lejos  de  la  escuela  y  el  gasto  de  transporte  es  muy  alto,8231.24,2,True,20,APROBADA,2025-02-23,2025-01-02
SOL202500257,1881,2021A01881,BEC003,2024CC,Los gastos médicos familiares han reducido nuestro ingreso disponible,-,4,False,0,EN_REVISION,2025-02-12,2025-01-16
SOL202500258,2118,2023A02118,BEC003,2025CA, Vengo de una zona rural y los costos en la ciudad son muy altos,6187.26,2,True,10,PENDIENTE,2025-02-05,2025-02-02
SOL202500259,730,2020C00730,BEC003,2024CC,La beca me permitiría dejar de trabajar en horarios nocturnos,4967.13,4,True,30,EN_REVISION,2025-02-28,01/03/2025
SOL202500260,1281,2025C01281,BEC001,2025CA,Mi madre es la única proveedora y su ingreso no cubre todo,2500,4,False,0,RECHAZADA,2025-01-13,2025-02-22
SOL202500261,1029,2019C01029,BEC003,2025CA,Tengo buen promedio y quiero mantener mi beca por méritos,5016.87,4,True,25,APROBADA,2025-02-25,2025-02-02
SOL202500262,10137,2021A10137,BEC003,2024CC,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,8928.51,3,True,35,RECHAZADA,2025-01-06,07-01-2025
SOL202500263,5685,2024C05685,BEC004,2024CC,Necesito apoyo económico para continuar mis estudios,3984.35,4,True,48,PENDIENTE,2025-01-21,2025-02-24
SOL202500264,5105,2018B05105,BEC003,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos,6549.82,4,False,0,EN_REVISION,2024-11-27,2025-02-17
SOL202500265,1533,2021A01533,BEC004,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,7184.46,2,False,0,APROBADA,2024-11-08,2025-01-04
SOL202500266,8151,2021A08151,BEC004,2025CA,Soy madre soltera y necesito apoyo para continuar mi formación,11361.04,3,,0,CANCELADA,2025-01-28,2025-03-04
SOL202500267,4265,2022C04265,BEC004,2024CC,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares ,3793.57,3,False,0,EN_REVISION,2024-11-25,2025-03-09
SOL202500268,7370,2019C07370,BEC003,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,7527.03,3,True,15,APROBADA,2024-11-02,2025-02-20
SOL202500269,8170,2024C08170,BEC004,2025CA,Quiero ser el primero en mi familia en terminar una carrera,5412.91,1,False,0,APROBADA,2024-11-18,2025-03-03
SOL202500270,314,2019A00314,BEC003,2025CA,La beca me permitiría dejar de trabajar en horarios nocturnos,8816.62,5,SI,0,RECHAZADA,2024-12-17,2025-03-10
SOL202500271,1110,2024A01110,BEC003,2024CC,Soy madre soltera y necesito apoyo para continuar mi formacion,8630.18,5,False,0,EN_REVISION,2024-12-08,2025-01-16
SOL202500272,4409,2021C04409,BEC002,2025CA,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,6311.82,3,False,0,RECHAZADA,2025-01-05,2025-01-29
SOL202500273,2494,2021C02494,BEC003,2025CA,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,10284.95,3,False,0,APROBADA,2025-01-16,2025-01-28
SOL202500274,7992,2023A07992,BEC004,2025CA,Estoy a punto de abandonar la escuela por falta de recursos,8082.18,4,si,20,EN_REVISION,2024-11-19,2025-01-30
SOL202500275,8996,2025C08996,BEC004,2024CC,Estoy a punto de abandonar la escuela por falta de recursos,10850.01,3,False,0,RECHAZADA,2025-01-13,2025-03-10
SOL202500276,5422,2019A05422,BEC002,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,15583.76,4,True,35,CANCELADA,2025-01-04,2025-01-08
SOL202500277,1032,2020B01032,BEC004,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,7009.72,4,False,0,EN_REVISION,2025-01-14,2025-01-30
SOL202500278,1271,2020C01271,BEC002,2025CA,Mi situación económica ha empeorado considerablemente,7548.72,4,True,35,APROBADA,2024-11-27,2025-02-14
SOL202500279,2892,2025A02892,BEC001,2024CC,Estoy a punto de abandonar la escuela por falta de recursos,3486.24,2,True,40,EN_REVISION,2024-12-12,2025-03-12
SOL202500280,8025,2023A08025,BEC004,2024CC,Tengo hermanos menores que también necesitan apoyo escolar,15897.61,3,True,40,APROBADA,2025-01-12,2025-01-03
SOL202500281,5689,2022A05689,BEC004,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,11484.08,2,False,0,APROBADA,2025-02-27,2025-01-26
SOL202500282,1609,2020B01609,BEC004,2024CC,Estoy a punto de abandonar la escuela por falta de recursos,13862.33,3,True,25,APROBADA,2024-11-09,2025-01-14
SOL202500283,6257,2022C06257,BEC002,2024CC,Tengo hermanos menores que también necesitan apoyo escolar,10977.28,2,False,0,PENDIENTE,2025-01-17,2025-02-28
SOL202500284,5234,2018C05234,BEC004,2024CC,Soy madre soltera y necesito apoyo para continuar mi formación,2500,5,False,0,EN_REVISION,2024-11-13,2025-01-21
